16916,20,0
62493,285,0
30198,758,29
53683,947,108
40185,1273,0
28781,1389,0
24462,1678,23
48399,1807,67
64815,2095,75
18295,2423,-35
12218,2746,11
22760,3048,0
57982,3198,56
27966,3390,27
54894,3694,53
38929,3857,0
32865,4193,0
64243,4595,-68
2315,4619,66
64454,5062,62
55041,5121,0
18633,5577,0
14557,5853,0
61006,5966,59
62615,407,37
7591,6311,105
64747,6635,58
6727,6727,-111
32315,6971,-114
60645,7397,0
6308,7588,0
45688,7800,0
969,8137,0
40891,8379,-18
49294,8590,48
41118,8862,40
21395,9107,-28
6091,9419,-14
32541,9501,0
17665,9729,0
3784,10184,0
28718,1326,28
59240,10344,0
40178,1266,39
60086,10678,58
42252,10764,0
44770,11234,43
22514,11506,21
3067,11771,-2
15757,11917,0
31649,12193,0
10842,12378,10
43765,12789,0
33405,12925,0
44954,13210,43
56657,13393,0
5003,13707,-30
50227,13875,12
19358,14238,18
36529,14513,0
10392,14744,0
58882,14850,57
5129,15113,0
58554,15546,57
58584,15576,0
27444,15668,0
58982,14950,57
51476,15892,0
6796,6796,0
21311,9023,-49
30705,16369,0
28964,16420,0
41003,8747,10
20259,16675,-56
57857,3073,0
63258,16922,61
36374,14358,35
692,17332,0
43121,17521,0
48128,17664,0
34561,17921,0
49213,8509,0
36922,18234,36
59162,10266,57
50552,18552,0
17866,9930,17
18145,18913,0
3884,18988,0
54388,19316,0
42932,19636,0
46919,19783,-47
58892,14860,0
8620,20140,0
38336,20416,0
64357,4965,0
23387,20571,-42
42632,20872,0
15913,21033,0
15679,11839,79
22501,11493,0
37540,21412,0
5527,21655,101
63921,21937,0
62716,508,0
32874,4202,32
64390,4998,62
63101,22141,0
61802,22378,60
19648,22720,0
29031,16487,89
44981,13237,0
28092,3516,0
9448,23016,0
44744,11208,0
61496,23096,0
31453,23517,0
60746,23626,59
12199,2727,-23
62255,23855,-53
21793,24097,0
26544,24496,0
14964,24692,0
41462,25078,40
56089,25113,0
52038,25414,50
47982,25710,46
59484,25948,0
50924,26348,0
6942,26398,6
34998,26806,34
27069,27069,0
51926,27350,50
60645,7397,0
43181,17581,0
10559,27455,79
4664,27704,0
28578,28066,27
59516,25980,0
38912,3840,0
63562,28234,62
64846,2126,63
62938,28634,61
27194,28730,26
28804,1412,0
61703,22279,65
10998,12534,10
6596,29124,0
37721,29273,0
43430,29606,42
22692,2980,0
62971,28667,126
47125,29717,0
52521,29993,0
34646,18006,33
32889,4217,0
13055,30463,-65
65416,30600,0
62869,28565,0
57314,30946,55
12659,31091,92
14052,31460,0
32956,4284,0
49273,8569,0
50352,14000,0
49737,31561,0
15555,31939,48
47475,32115,92
15328,32480,0
34621,17981,0
51365,32677,0
32820,4148,0
48855,17111,-75
12224,2752,0
2035,17139,-4
60539,7291,30
14595,16899,64
13853,31261,0
24143,16975,-109
15216,32368,0
8113,17073,0
22640,2928,0
32978,4306,32
39151,4079,59
19520,22592,0
58141,16925,0
63959,21975,117
53040,16944,0
55842,16930,54
585,17225,0
51229,32541,0
64181,4533,0
54879,3679,-105
28210,16946,27
10268,14620,0
15395,31779,8
12884,30292,0
2149,16997,0
53483,17131,58
59606,26070,58
14981,24709,0
36672,16960,0
23197,17053,0
36518,14502,35
13361,16945,0
19810,16994,19
25955,16995,88
62678,470,61
26021,17061,0
29409,17121,0
38111,17119,55
58573,15565,0
56840,16904,0
41306,24922,40
54426,19354,53
3617,10017,0
50652,18652,0
41452,25068,0
20241,16657,0
31723,12267,-6
53747,1011,124
28550,28038,27
23402,20586,22
21205,17109,0
56181,25205,0
57470,17022,56
39933,17149,0
34964,26772,0
24781,17101,0
41747,16915,-60
62564,356,0
58461,15453,0
20858,17018,20
49301,8597,0
40572,17020,0
23840,16928,0
35278,17102,34
62905,28601,0
56650,13386,55
11149,17037,0
38920,3848,0
23430,20614,22
57592,17144,0
3080,16904,0
6677,6677,0
50704,26128,0
51883,27307,-86
62799,28495,83
20188,17116,0
1245,17117,0
12220,2748,0
17602,17090,17
28609,28097,0
42694,20934,41
29826,17026,29
13827,31235,-128
27336,28872,0
53343,16991,23
11533,16909,0
41713,17137,0
33890,16994,33
4894,13598,4
57599,17151,63
3870,18974,3
58622,15614,57
29780,16980,0
62553,345,0
2303,17151,63
51915,27339,-78
6251,7531,26
38107,17115,54
59325,10429,0
61295,17007,-37
26699,16971,18
51188,17140,0
59519,25983,31
7345,17073,0
20325,16741,0
39633,17105,0
1562,16922,1
7580,6300,0
8170,17130,1
62256,23856,0
35823,17135,-5
27790,17038,27
13191,17031,-31
9772,16940,0
7477,6197,0
44455,17063,105
59546,26010,58
49347,8643,48
36539,14523,-82
12453,17061,0
49640,17128,0
28290,17026,48
44817,13073,0
8565,20085,0
16399,16911,3
41934,17102,16
45457,17041,0
33856,16960,0
19498,22570,19
17661,17149,0
63829,21845,0
42034,16946,41
28928,16384,0
30711,16375,-3
8800,16992,0
52335,17007,27
38775,17015,-35
52704,30176,0
24380,1596,0
19602,22674,19
57998,3214,56
2919,11623,-39
8362,17066,8
17884,9948,0
45737,7849,0
47894,25622,46
59667,16915,68
10385,14737,0
52782,16942,51
64416,5024,0
40946,8434,39
16778,17034,16
27159,28695,-123
24324,1540,0
32450,7106,31
9108,17044,0
65305,30489,0
19575,22647,29
11117,17005,0
65170,17042,63
58013,3229,0
61676,23276,0
63510,28182,62
17458,16946,63
54675,17043,100
1713,17073,0
55105,5185,0
65321,30505,0
45278,17118,44
26256,17040,0
64198,4550,62
29441,16897,0
1928,17032,0
39425,16897,0
32000,16896,0
28549,28037,0
46295,17111,53
22772,3060,0
58228,17012,0
63525,28197,0
32602,9562,31
46195,17011,28
55849,16937,0
46454,17014,45
7487,6207,79
33879,16983,85
42004,16916,0
8599,20119,101
18641,5585,0
49015,17015,-35
26830,17102,47
34754,18114,33
14668,16972,0
38362,20442,37
38791,17031,-31
4171,16971,18
45975,17047,-27
14623,16927,-57
62393,23993,0
64658,6546,63
10963,12499,-76
9058,16994,44
51031,16983,-43
32425,7081,0
45483,17067,-22
44611,11075,-112
63664,28336,0
54920,3720,0
7663,6383,123
56480,17056,0
1489,17105,0
28438,27926,27
65449,30633,0
12441,17049,0
58530,15522,57
63570,28242,62
26251,17035,98
15972,21092,0
35826,17138,1
5491,21619,92
54253,17133,0
49655,17143,-3
5868,17132,0
20163,17091,-80
51079,17031,-95
21398,9110,20
32756,9716,0
64196,4548,0
43218,17618,42
21583,16975,19
25086,17150,24
45515,17099,114
12893,30301,0
22914,17026,22
58969,14937,0
20094,17022,22
13730,17058,13
44059,16923,6
28931,16387,64
13533,17117,0
33134,17006,32
28483,27971,-48
1220,17092,0
38174,20254,37
53502,17150,32
43328,29504,0
4970,13674,4
8090,17050,32
2661,16997,0
53903,17039,-93
11025,16913,0
26627,16899,-128
18117,18885,0
14505,5801,0
61528,23128,0
20423,16839,-15
26962,26962,26
36392,14376,0
11365,16997,0
50882,26306,49
41668,17092,0
30497,16161,0
36216,17016,0
5619,21747,124
36983,18295,29
59557,26021,0
36663,16951,77
36436,14420,0
37057,18369,0
23585,16929,0
58791,17063,105
46666,16970,45
64475,5083,-10
21615,17007,-101
41090,8834,40
1771,17131,-70
47513,32153,0
39338,17066,38
1390,17006,38
38772,17012,0
58149,16933,0
7196,16924,0
9123,17059,104
7491,6211,80
62616,408,0
15436,31820,0
17491,16979,84
53656,920,0
26449,24401,0
34935,26743,29
19864,17048,0
51388,32700,0
15155,32307,-52
64775,2055,65
47969,25697,0
16315,17083,-18
1342,16958,15
51185,17137,0
6043,9371,-26
21398,9110,20
3273,17097,0
9370,22938,9
35463,17031,-95
28205,16941,0
2351,4655,75
28999,16455,81
47699,16979,-108
46870,19734,45
22311,11303,-55
22124,17004,0
22427,11419,-26
49344,8640,0
23224,17080,0
5514,21642,5
20504,16920,0
376,17016,0
2014,17118,0
38700,16940,0
13098,16938,0
62435,24035,-8
48046,25774,46
63464,17128,0
12798,31230,12
51178,17130,0
8627,20147,108
27083,27083,114
47198,29790,46
44021,17141,0
32792,4120,0
43996,17116,0
41126,8870,40
64244,4596,0
37047,18359,45
60281,17017,0
52904,17064,0
7768,16984,0
55359,16959,15
3230,17054,54
44813,13069,0
4116,16916,0
65222,17094,54
28083,3507,108
60660,7412,0
39,16935,73
328,16968,0
47868,17148,0
13009,30417,0
22378,11370,21
39304,17032,0
11171,17059,104
8079,17039,99
52879,17039,99
5123,15107,0
4356,16900,0
45745,7857,0
32952,4280,0
4657,27697,0
24142,16974,4
23319,20503,-59
13607,16935,73
46304,17120,0
17677,9741,0
59691,16939,74
50967,16919,69
7817,17033,0
8545,20065,0
55297,16897,0
52954,17114,4
39720,16936,0
18455,5399,5
30349,17037,0
63270,16934,29
27156,28692,0
20614,17030,29
19372,14252,0
48689,16945,0
49386,8682,48
50584,18584,0
51936,27360,0
34705,18065,0
13653,16981,0
50077,17053,0
54518,19446,53
41482,16906,48
4169,16969,0
36118,16918,48
9584,17008,0
18490,5434,18
55420,17020,0
5708,16972,0
23506,20690,22
15391,31775,7
36368,14352,0
38976,3904,0
50406,14054,49
49236,8532,0
65035,16907,66
30120,680,0
62551,343,21
46809,17113,0
21687,17079,109
53839,16975,83
2098,16946,9
12364,16972,0
45366,16950,9
50437,18437,0
36675,16963,80
55382,16982,9
11846,16966,11
49127,17127,-71
19900,17084,0
20554,16970,11
19219,14099,-60
51483,15899,70
58090,3306,56
39074,4002,38
16060,21180,0
10447,14799,51
54169,17049,0
20634,17050,11
57555,17107,-76
61210,16922,11
269,16909,0
33154,17026,11
64487,5095,-7
61223,16935,-119
47292,29884,0
21852,24156,0
5281,15265,0
45912,16984,0
32532,9492,0
63067,22107,-106
41683,17107,-76
20981,17141,0
33881,16985,0
41785,16953,0
4580,17124,0
41389,25005,0
28572,28060,0
782,7950,0
30273,16961,0
62267,23867,-50
17922,18690,17
63238,16902,11
3308,17132,0
26545,24497,0
44395,17003,-102
39120,4048,0
21706,17098,11
7144,26600,0
30244,16932,0
3725,10125,0
54632,17000,0
30574,16238,29
8473,19993,0
12386,16994,11
41114,8858,40
57930,3146,56
15341,32493,0
15598,31982,15
59922,10514,58
18226,2354,17
48162,17698,47
41250,24866,40
1512,17128,0
2546,4850,2
41682,17106,11
322,16962,11
880,8048,0
20891,17051,-90
56604,13340,0
40166,1254,39
26791,17063,-87
44560,11024,0
38698,16938,11
64127,4479,-97
15028,24756,0
38669,16909,0
45637,7749,0
43151,17551,35
9465,23033,0
2498,4802,2
13978,31386,13
16326,17094,11
51442,32754,50
34845,26653,0
63667,28339,44
39370,17098,11
55671,17015,93
64496,5104,0
7767,16983,85
6283,7563,34
55884,16972,0
61103,6063,-85
10184,17096,0
39543,17015,-35
9555,16979,-44
13963,31371,-94
58975,14943,-105
19537,22609,0
6101,9429,0
41421,25037,0
45502,17086,9
29328,17040,0
8149,17109,0
25450,17002,24
58944,14912,0
50666,18666,49
23084,16940,0
36468,14452,0
33645,17005,0
25002,17066,32
53715,979,116
60173,16909,0
46354,16914,32
4708,27748,0
28208,16944,0
58844,17116,0
22173,17053,0
8535,20055,85
42261,10773,0
29687,17143,-3
37799,29351,-23
22566,2854,22
62520,312,0
4098,16898,32
47999,25727,-33
49660,17148,0
37063,18375,49
41856,17024,0
5417,21545,0
48856,17112,0
10682,27578,10
22370,11362,21
63281,16945,0
62452,24052,0
50532,18532,0
9022,16958,32
59300,10404,0
58660,16932,0
56401,16977,0
8518,20038,8
63066,22106,61
63250,16914,32
48592,2000,0
28771,1379,24
37673,29225,0
60776,23656,0
56438,17014,32
60424,7176,0
39993,1081,0
56004,17092,0
59002,14970,57
33982,17086,32
25498,17050,32
57047,17111,-11
1401,17017,0
15130,32282,14
42960,19664,0
61827,22403,96
32442,7098,31
64304,4912,0
30273,16961,0
38082,17090,32
22404,11396,0
3808,10208,0
16883,17139,-4
23111,16967,-47
62417,24017,0
60364,17100,0
4542,17086,32
14829,17133,0
44964,13220,0
33924,17028,0
2141,16989,0
19245,14125,0
47168,29760,0
24048,17136,0
1022,8190,0
23075,16931,-56
24888,16952,0
49247,8543,23
4900,13604,0
22656,2944,0
34117,16965,0
55555,16899,64
48947,16947,76
59533,25997,0
21312,9024,0
21415,9127,-23
813,7981,0
19419,14299,-10
1999,17103,115
20155,17083,110
21521,16913,0
13670,16998,33
19289,14169,0
58483,15475,28
41318,24934,40
16151,16919,69
13611,16939,74
21514,16906,33
13499,17083,110
45583,7695,-125
49013,17013,0
64843,2123,82
63485,17149,0
38697,16937,0
59188,10292,0
24593,16913,0
57641,16937,0
36524,14508,0
56980,17044,0
36810,17098,56
6096,9424,0
11070,16958,56
60124,10716,0
37576,21448,0
15096,24824,0
45247,17087,111
32783,4111,3
58390,15382,57
60873,23753,0
23719,17063,105
24385,1601,0
22307,11299,-56
17375,17119,-9
15990,21110,15
20526,16942,16
25904,16944,0
42224,17136,0
9311,22879,23
7862,17078,16
3835,10235,-66
30535,16199,-47
65179,17051,-26
57387,16939,-54
63579,28251,22
4946,13650,4
9037,16973,0
61033,5993,0
55543,17143,-3
50361,14009,0
6480,29008,0
14042,31450,13
21531,16923,-58
39195,16923,-58
37511,21383,-95
23696,17040,0
27440,15664,0
28201,16937,0
23072,16928,0
7814,17030,16
6552,29080,0
43637,12661,0
35113,16937,0
34890,26698,34
61297,17009,0
45633,7745,0
61431,17143,-3
46032,17104,0
18774,16982,18
62991,22031,-125
28059,3483,102
35229,17053,0
51230,32542,50
14405,5701,0
52242,16914,18
43153,17553,0
2709,17045,0
47963,25691,-42
36943,18255,19
54066,16946,18
10054,16966,18
43051,17451,10
11525,16901,0
17684,9748,0
41681,17105,0
27883,17131,122
56909,16973,0
45772,7884,0
27496,15720,0
46842,17146,18
38734,16974,18
28972,16428,0
59684,16932,0
11384,17016,0
21018,16922,18
2192,17040,0
18384,2512,0
13464,17048,0
31018,16938,30
62958,28654,61
30611,16275,-28
1913,17017,0
18904,17112,0
26773,17045,0
55491,17091,112
21899,24203,98
64413,5021,0
47134,29726,46
23172,17028,0
7262,16990,30
12705,31137,0
7522,6242,7
58815,17087,111
34916,26724,0
3802,10202,3
58008,3224,0
1239,17111,117
63947,21963,114
381,17021,0
60734,23614,59
48769,17025,0
41938,17106,30
38025,17033,0
55099,5179,-50
56691,13427,92
39530,17002,30
59003,14971,-98
6029,9357,0
20920,17080,0
8077,17037,0
42633,20873,0
17443,16931,72
53570,834,52
22833,16945,0
3782,10182,3
47758,17038,30
22136,17016,0
22427,11419,-26
23867,16955,78
59968,10560,0
62166,17110,60
6972,26428,0
63684,28356,0
46388,16948,0
41942,17110,60
36524,14508,0
9323,22891,26
31114,17034,60
22345,11337,0
46463,17023,-97
54671,17039,-93
9214,17150,60
7257,16985,0
33150,17022,60
41565,16989,0
26214,16998,60
3595,9995,-126
17932,18700,0
34660,18020,0
51961,27385,0
58634,16906,60
57990,3206,56
28848,1456,0
49920,16896,0
18351,2479,-21
53669,933,0
33996,17100,0
6741,6741,0
64098,4450,62
606,17246,0
27383,28919,-67
63140,22180,0
32228,17124,0
63437,17101,0
29085,16541,0
65080,16952,0
38753,16993,0
16041,21161,0
9041,16977,0
42090,17002,60
46388,16948,0
63650,28322,62
36636,16924,0
21947,24251,110
19833,17017,0
36464,14448,0
8541,20061,0
12712,31144,0
48955,16955,-114
39206,16934,60
15578,31962,15
49205,8501,0
7731,16947,-116
43046,17446,42
60498,7250,59
9237,22805,0
47706,16986,60
43973,17093,0
42008,16920,0
27460,15684,0
24999,17063,-87
51933,27357,0
34070,16918,60
65155,17027,-96
59955,10547,-116
9277,22845,0
20420,16836,0
44860,13116,0
50992,16944,0
10583,27479,85
57751,17047,-91
23195,17051,-90
27227,28763,-106
42816,19520,0
58219,17003,-102
37606,21478,36
18426,2554,17
21238,17142,60
11983,17103,-77
48394,1802,47
11036,16924,0
30557,16221,0
23453,20637,0
49847,31671,-83
30032,592,0
48065,25793,0
6957,26413,0
2301,17149,0
7736,16952,0
31260,23324,0
17071,175,-86
8940,17132,0
9929,17097,0
45563,17147,-66
12107,2635,-46
